,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
45,2020-05-19,60.14871921983361,32.739581297706,87.68102237935192,60.14871921983361,60.14871921983361,-0.8252909375651682,-0.8252909375651682,-0.8252909375651682,-0.8252909375651682,-0.8252909375651682,-0.8252909375651682,0.0,0.0,0.0,59.32342828226844
46,2020-05-20,60.74787361464666,29.38557812285183,86.85041689342027,60.74787361464666,60.74787361464666,-1.1796613845139945,-1.1796613845139945,-1.1796613845139945,-1.1796613845139945,-1.1796613845139945,-1.1796613845139945,0.0,0.0,0.0,59.568212230132666
47,2020-05-21,61.3470280094597,32.38390513994676,87.90928710171728,61.3470280094597,61.3470280094597,-1.2948749051288642,-1.2948749051288642,-1.2948749051288642,-1.2948749051288642,-1.2948749051288642,-1.2948749051288642,0.0,0.0,0.0,60.052153104330834
48,2020-05-22,61.94618240427275,29.186166675274468,88.62005575297907,61.94618240427275,61.94618240427275,-2.5840838809348825,-2.5840838809348825,-2.5840838809348825,-2.5840838809348825,-2.5840838809348825,-2.5840838809348825,0.0,0.0,0.0,59.36209852333786
49,2020-05-26,64.34281643649506,35.70712252661955,91.5244222450969,64.34281643649506,64.34281643649506,-0.8252909375625718,-0.8252909375625718,-0.8252909375625718,-0.8252909375625718,-0.8252909375625718,-0.8252909375625718,0.0,0.0,0.0,63.517525498932486
50,2020-05-27,64.94197494455064,33.033558266897984,94.09246860818962,64.94197494455064,64.94197494455064,-1.1796613845143826,-1.1796613845143826,-1.1796613845143826,-1.1796613845143826,-1.1796613845143826,-1.1796613845143826,0.0,0.0,0.0,63.762313560036255
51,2020-05-28,65.54113345260623,35.08815768709596,94.3959868870686,65.54113345260623,65.54113345260623,-1.2948749051210477,-1.2948749051210477,-1.2948749051210477,-1.2948749051210477,-1.2948749051210477,-1.2948749051210477,0.0,0.0,0.0,64.24625854748518
52,2020-05-29,66.14029196066181,33.19340616733052,92.25284733592065,66.14029196066181,66.14029196066181,-2.5840838809472246,-2.5840838809472246,-2.5840838809472246,-2.5840838809472246,-2.5840838809472246,-2.5840838809472246,0.0,0.0,0.0,63.55620807971459
53,2020-06-01,67.93776748482854,35.735255406668095,94.06026486584359,67.93776748482854,67.93776748482854,-1.9619862977079345,-1.9619862977079345,-1.9619862977079345,-1.9619862977079345,-1.9619862977079345,-1.9619862977079345,0.0,0.0,0.0,65.9757811871206
54,2020-06-02,68.53692599288412,40.35998103379959,98.3372915265155,68.53692599288412,68.53692599288412,-0.825290937559976,-0.825290937559976,-0.825290937559976,-0.825290937559976,-0.825290937559976,-0.825290937559976,0.0,0.0,0.0,67.71163505532415
55,2020-06-03,69.1360845009397,40.33748917077598,98.29672480777089,69.1360845009397,69.1360845009397,-1.179661384514184,-1.179661384514184,-1.179661384514184,-1.179661384514184,-1.179661384514184,-1.179661384514184,0.0,0.0,0.0,67.95642311642551
56,2020-06-04,69.73524300899528,40.3043696096151,97.40356042707414,69.73524300899528,69.73524300899528,-1.2948749051236,-1.2948749051236,-1.2948749051236,-1.2948749051236,-1.2948749051236,-1.2948749051236,0.0,0.0,0.0,68.44036810387168
57,2020-06-05,70.34165939995164,39.210571598222984,96.35542093032412,70.34165939995164,70.34165939995164,-2.584083880948739,-2.584083880948739,-2.584083880948739,-2.584083880948739,-2.584083880948739,-2.584083880948739,0.0,0.0,0.0,67.7575755190029
58,2020-06-08,72.16090857282066,41.04035582391208,100.11540105186991,72.16090857282066,72.16090857282066,-1.961986297705645,-1.961986297705645,-1.961986297705645,-1.961986297705645,-1.961986297705645,-1.961986297705645,0.0,0.0,0.0,70.19892227511501
59,2020-06-09,72.767324963777,43.966256893456226,100.66721520272536,72.767324963777,72.767324963777,-0.8252909375666609,-0.8252909375666609,-0.8252909375666609,-0.8252909375666609,-0.8252909375666609,-0.8252909375666609,0.0,0.0,0.0,71.94203402621034
